accuweather.com,amazon-adsystem.com,3364,DIRECT,
accuweather.com,adtech.com,10674,DIRECT,
accuweather.com,aolcloud.net,10674,DIRECT,
accuweather.com,facebook.com,360734747425904,DIRECT,
accuweather.com,google.com,pub-9415735639897500,DIRECT,
accuweather.com,indexexchange.com,185017,DIRECT,
accuweather.com,indexexchange.com,185474,DIRECT,
accuweather.com,pubmatic.com,34576,DIRECT,5d62403b186f2ace
accuweather.com,rubiconproject.com,12562,DIRECT,0bfd66d529a55807
accuweather.com,sonobi.com,605a368674,DIRECT,
accuweather.com,lijit.com,212927,DIRECT,fafdf38b16bf6b2b
accuweather.com,sovrn.com,212927,DIRECT,fafdf38b16bf6b2b
accuweather.com,yldbt.com,572b5d391db2875a227a0eca,DIRECT,cd184cb30abaabb5
accuweather.com,Appnexus.com,1356,RESELLER,f5ab79cb980f11d1
accuweather.com,EMXDGT.com,123,RESELLER,1e1d41537f7cad7f
accuweather.com,google.com,pub-9242135695870166,RESELLER,
accuweather.com,synacor.com,81497,RESELLER,
accuweather.com,google.com,pub-5771594739411148,DIRECT,
allrecipes.com,yldbt.com,5272a2dff237f9e578000001,DIRECT,cd184cb30abaabb5
allrecipes.com,google.com,pub-0978064532142215,DIRECT,f08c47fec0942fa0
allrecipes.com,google.com,meredith,DIRECT,f08c47fec0942fa0
allrecipes.com,google.com,pub-6983307289689206,DIRECT,f08c47fec0942fa0
allrecipes.com,triplelift.com,3,DIRECT,
allrecipes.com,kargo.com,73,DIRECT,
allrecipes.com,triplelift.com,460,DIRECT,
allrecipes.com,triplelift.com,488,DIRECT,
allrecipes.com,triplelift.com,775,DIRECT,
allrecipes.com,triplelift.com,775,DIRECT,
allrecipes.com,triplelift.com,777,DIRECT,
allrecipes.com,appnexus.com,1356,RESELLER,
allrecipes.com,districtm.io,1908,RESELLER,
allrecipes.com,c.amazon-adsystem.com,3446,DIRECT,
allrecipes.com,triplelift.com,3616,DIRECT,
allrecipes.com,triplelift.com,3617,DIRECT,
allrecipes.com,triplelift.com,3618,DIRECT,
allrecipes.com,appnexus.com,7090,DIRECT,
allrecipes.com,pubmatic.com,37576,DIRECT,5d62403b186f2ace
allrecipes.com,districtm.io,100146,DIRECT,
allrecipes.com,indexexchange.com,183449,DIRECT,
allrecipes.com,indexexchange.com,184003,DIRECT,
allrecipes.com,indexexchange.com,184044,DIRECT,
allrecipes.com,indexexchange.com,184081,RESELLER,
allrecipes.com,brealtime.com,987836,DIRECT,
allrecipes.com,spoutable.com,cf6652a6-0d3f-4774-ba6c-a07a336aca35,DIRECT,
allrecipes.com,rubiconproject.com,12738,DIRECT,
allrecipes.com,rubiconproject.com,16258,DIRECT,
allrecipes.com,yieldmo.com,767956262603923000,DIRECT,
allrecipes.com,yieldmo.com,1115741677360100000,DIRECT,
allrecipes.com,sovrn.com,247572,DIRECT,fafdf38b16bf6b2b
allrecipes.com,lijit.com,247572,DIRECT,
allrecipes.com,www.mobfox.com,59315,DIRECT,
allrecipes.com,liveintent.com,6522,DIRECT,
allrecipes.com,liveintent.com,1124,DIRECT,
allrecipes.com,liveintent.com,443,DIRECT,
allrecipes.com,liveintent.com,1115,DIRECT,
allrecipes.com,liveintent.com,2945,DIRECT,
allrecipes.com,liveintent.com,1120,DIRECT,
allrecipes.com,liveintent.com,1128,DIRECT,
allrecipes.com,liveintent.com,1138,DIRECT,
allrecipes.com,liveintent.com,9068,DIRECT,
allrecipes.com,liveintent.com,1119,DIRECT,
allrecipes.com,liveintent.com,10645,DIRECT,
allrecipes.com,liveintent.com,1117,DIRECT,
allrecipes.com,liveintent.com,1126,DIRECT,
allrecipes.com,liveintent.com,9405,DIRECT,
allrecipes.com,liveintent.com,1125,DIRECT,
allrecipes.com,liveintent.com,1131,DIRECT,
allrecipes.com,liveintent.com,14592,DIRECT,
allrecipes.com,liveintent.com,3749,DIRECT,
allrecipes.com,liveintent.com,1048,DIRECT,
allrecipes.com,liveintent.com,33213,DIRECT,
allrecipes.com,liveintent.com,1139,DIRECT,
allrecipes.com,liveintent.com,1049,DIRECT,
allrecipes.com,liveintent.com,10646,DIRECT,
allrecipes.com,liveintent.com,2939,DIRECT,
allrecipes.com,liveintent.com,1123,DIRECT,
allrecipes.com,liveintent.com,1127,DIRECT,
ameblo.jp,google.com,pub-1350297223867787,DIRECT,
ameblo.jp,adingo.jp,16792,DIRECT,
babycenter.com,amazon-adsystems.com,3384,DIRECT,
babycenter.com,google.com,8041926961236110,DIRECT,
babycenter.com,indexexchange.com,183459,DIRECT,50b1c356f2c5c8fc
babycenter.com,liveintent.com,14209,DIRECT,
babycenter.com,liveintent.com,14276,DIRECT,
babycenter.com,liveintent.com,14277,DIRECT,
babycenter.com,liveintent.com,14278,DIRECT,
babycenter.com,liveintent.com,14280,DIRECT,
babycenter.com,liveintent.com,14282,DIRECT,
babycenter.com,liveintent.com,14284,DIRECT,
babycenter.com,liveintent.com,14285,DIRECT,
babycenter.com,liveintent.com,14289,DIRECT,
babycenter.com,liveintent.com,14291,DIRECT,
babycenter.com,liveintent.com,14293,DIRECT,
babycenter.com,liveintent.com,14294,DIRECT,
babycenter.com,openx.com,537140192,DIRECT,a698e2ec38604c6
babycenter.com,openx.com,538964070,DIRECT,a698e2ec38604c6
babycenter.com,teads.tv,10909,DIRECT,15a9c44f6d26cbe1
babycenter.com,teads.tv,11140,DIRECT,15a9c44f6d26cbe1
babycenter.com,yieldmo.com,9876333000,DIRECT,
babycenter.com,yieldmo.com,BabyCenter.com,DIRECT,
babygaga.com,google.com,pub-1705195579135674,DIRECT,f08c47fec0942fa0
babygaga.com,google.com,pub-8382598503519971,DIRECT,f08c47fec0942fa0
babygaga.com,indexexchange.com,184915,DIRECT,50b1c356f2c5c8fc
babygaga.com,indexexchange.com,182689,DIRECT,50b1c356f2c5c8fc
babygaga.com,indexexchange.com,184735,DIRECT,50b1c356f2c5c8fc
babygaga.com,districtm.io,100190,DIRECT,
babygaga.com,appnexus.com,7944,RESELLER,
babygaga.com,appnexus.com,1908,RESELLER,
babygaga.com,sonobi.com,2ab1f50de1,DIRECT,
babygaga.com,facebook.com,270407583294564,DIRECT,
babygaga.com,facebook.com,1796603680615255,DIRECT,
babygaga.com,rubiconproject.com,11986,DIRECT,0bfd66d529a55807
babygaga.com,exponential.com,153690,DIRECT,
babygaga.com,amazon-adsystem.com,3000,DIRECT,
babygaga.com,adyoulike.com,248128b6690c39194ce31628b745aca1,DIRECT,
babygaga.com,openx.com,538981709,DIRECT,a698e2ec38604c6
babygaga.com,openx.com,537084392,DIRECT,a698e2ec38604c6
babygaga.com,revcontent.com,951,DIRECT,
babygaga.com,positivemobile.com,599ea72c69d05d2063ba3344,DIRECT,
babygaga.com,brightcom.com,2140991,DIRECT,
babygaga.com,openx.com,537153208,RESELLER,
babygaga.com,google.com,5231479214411897,RESELLER,
babygaga.com,aolcloud.net,11099.1,RESELLER,
babygaga.com,advertising.com,2270,RESELLER,
babygaga.com,appnexus.com,2669,RESELLER,
babygaga.com,smartadserver.com,1879,RESELLER,
babygaga.com,smartadserver.com,2586,RESELLER,
babygaga.com,smartadserver.com,2499,RESELLER,
babygaga.com,fyber.com,ddecc38b3799786a1637d5176e204431,RESELLER,
